session_id,video_id,duration_sec,last_position,watch_ratio,n_pauses,n_seeks,n_plays,n_replays,n_events,pauses_per_min,seeks_per_min,is_completed
s000103,v27,587,539.8,0.9195911413969334,3,1,1,0,6,0.33345683586513525,0.11115227862171174,1
s000104,v16,316,90.3,0.28575949367088604,3,2,1,0,7,1.993355481727575,1.3289036544850499,0
s000105,v1,244,3.3,0.013524590163934426,2,2,1,0,6,36.36363636363637,36.36363636363637,0
s000106,v26,661,563.6,0.8526475037821483,3,1,1,1,7,0.3193754435770049,0.10645848119233497,1
s000107,v18,494,88.5,0.1791497975708502,2,2,1,1,7,1.3559322033898304,1.3559322033898304,0
s000108,v23,379,193.3,0.5100263852242745,4,0,1,2,8,1.2415933781686497,0.0,0
s000109,v8,343,296.5,0.8644314868804664,6,1,1,0,9,1.2141652613827993,0.20236087689713322,1
s000110,v22,323,30.0,0.09287925696594428,3,1,1,0,8,6.0,2.0,0
s000111,v26,661,655.6,0.9918305597579425,1,2,1,0,5,0.09151921903599755,0.1830384380719951,1
s000112,v4,882,754.5,0.8554421768707483,0,4,1,0,6,0.0,0.31809145129224653,1
s000113,v28,578,505.0,0.8737024221453287,4,2,0,0,7,0.4752475247524753,0.23762376237623764,1
s000114,v5,540,84.53135865107716,0.1565395530575503,4,1,1,2,9,2.839183042007592,0.709795760501898,0
s000115,v15,752,329.7,0.4384308510638298,2,2,1,2,7,0.36396724294813465,0.36396724294813465,0
s000116,v19,493,243.9,0.4947261663286004,4,1,0,3,9,0.9840098400984009,0.24600246002460022,0
s000117,v11,727,57.8,0.0795048143053645,3,6,1,0,11,3.114186851211073,6.228373702422146,0
s000118,v8,343,245.4,0.7154518950437317,4,3,1,1,10,0.9779951100244499,0.7334963325183375,0
s000119,v11,727,699.4,0.9620357634112792,4,3,1,0,9,0.3431512725193023,0.2573634543894767,1
s000120,v8,343,101.9,0.29708454810495627,2,1,1,2,7,1.1776251226692835,0.5888125613346418,0
s000121,v16,316,273.9,0.8667721518987341,1,3,1,0,6,0.2190580503833516,0.6571741511500548,1
s000122,v9,298,288.3,0.9674496644295303,5,3,1,0,10,1.0405827263267429,0.6243496357960457,1
s000123,v16,316,275.0,0.870253164556962,5,2,1,0,9,1.090909090909091,0.4363636363636364,1
s000124,v4,882,16.4,0.018594104308390022,0,2,1,0,3,0.0,7.317073170731708,0
s000125,v23,379,204.6,0.5398416886543536,3,4,1,0,9,0.8797653958944283,1.1730205278592376,0
s000126,v28,578,53.3,0.09221453287197232,1,2,1,2,7,1.125703564727955,2.25140712945591,0
s000127,v30,334,22.7,0.06796407185628742,1,0,1,0,4,2.643171806167401,0.0,0
s000128,v10,725,35.1,0.048413793103448274,1,2,1,0,5,1.709401709401709,3.418803418803418,0
s000129,v6,446,325.7,0.7302690582959641,2,1,1,0,5,0.36843721215842806,0.18421860607921403,0
s000130,v19,493,409.1,0.829817444219067,2,1,1,1,6,0.29332681495966756,0.14666340747983378,1
s000131,v15,752,66.8,0.08882978723404254,3,4,1,0,9,2.694610778443114,3.5928143712574854,0
s000132,v18,494,192.6,0.38987854251012144,3,6,0,0,10,0.9345794392523364,1.8691588785046729,0
s000133,v7,504,299.9,0.5950396825396825,3,0,1,1,6,0.6002000666888964,0.0,0
s000134,v25,496,249.2,0.5024193548387097,4,2,1,2,10,0.9630818619582665,0.48154093097913325,0
s000135,v18,494,439.4,0.8894736842105263,7,1,1,0,10,0.9558488848429677,0.13654984069185253,1
s000136,v28,578,546.0,0.9446366782006921,5,4,1,0,11,0.5494505494505495,0.43956043956043955,1
s000137,v2,737,638.5,0.8663500678426052,3,1,1,0,6,0.28191072826938135,0.09397024275646045,1
s000138,v20,759,636.1,0.8380764163372859,2,0,1,0,4,0.18864958339883667,0.0,1
s000139,v9,298,35.4,0.11879194630872483,1,3,1,0,6,1.6949152542372883,5.084745762711865,0
s000140,v26,661,11.9,0.01800302571860817,4,4,1,0,10,20.168067226890756,20.168067226890756,0
s000141,v25,496,482.5,0.9727822580645161,1,3,1,2,8,0.12435233160621763,0.3730569948186529,1
s000142,v3,559,403.5,0.721824686940966,3,3,1,0,9,0.446096654275093,0.446096654275093,0
s000143,v11,727,243.7,0.3352132049518569,2,4,1,0,8,0.4924086992203529,0.9848173984407058,0
s000144,v4,882,94.8,0.10748299319727891,1,2,1,1,6,0.6329113924050633,1.2658227848101267,0
s000145,v6,446,46.0,0.1031390134529148,0,0,1,1,4,0.0,0.0,0
s000146,v10,725,489.6,0.6753103448275862,5,3,1,0,10,0.6127450980392157,0.3676470588235294,0
s000147,v24,742,727.6550737937317,0.9806672153554336,4,1,1,1,10,0.32982660142631365,0.08245665035657841,1
s000148,v14,716,18.8,0.026256983240223464,0,1,1,1,5,0.0,3.1914893617021276,0
s000149,v6,446,304.3,0.682286995515695,3,0,1,1,6,0.5915215248110417,0.0,0
s000150,v18,494,252.9,0.5119433198380567,4,1,1,0,7,0.9489916963226572,0.2372479240806643,0
s000151,v16,316,214.3,0.6781645569620254,3,2,1,0,7,0.8399440037330844,0.5599626691553896,0
s000152,v28,578,138.79135237980913,0.2401234470238912,2,0,1,1,6,0.8646071815167151,0.0,0
s000153,v2,737,478.1,0.6487109905020353,4,2,1,0,9,0.5019870320016733,0.25099351600083664,0
s000154,v27,587,522.1,0.8894378194207837,2,5,1,1,11,0.22984102662325226,0.5746025665581307,1
s000155,v7,504,211.2,0.419047619047619,1,2,0,3,8,0.2840909090909091,0.5681818181818182,0
s000156,v12,320,108.2,0.338125,2,1,1,1,6,1.1090573012939,0.55452865064695,0
s000157,v25,496,484.7,0.9772177419354838,2,3,1,2,9,0.24757582009490406,0.37136373014235613,1
s000158,v27,587,397.9,0.6778534923339011,3,2,1,0,9,0.4523749685850717,0.30158331239004776,0
s000159,v7,504,320.9,0.6367063492063492,2,2,1,1,7,0.37394827048924906,0.37394827048924906,0
s000160,v2,737,630.5,0.8554952510176391,4,2,1,0,8,0.3806502775574941,0.19032513877874704,1
s000161,v14,716,374.3,0.5227653631284916,2,1,1,0,5,0.32059845044082286,0.16029922522041143,0
s000162,v11,727,430.1,0.5916093535075654,2,1,0,0,5,0.2790048825854452,0.1395024412927226,0
s000163,v27,587,526.8,0.8974446337308347,1,2,1,0,5,0.11389521640091117,0.22779043280182235,1
s000164,v6,446,300.4,0.6735426008968609,0,2,1,0,4,0.0,0.39946737683089223,0
s000165,v3,559,349.1,0.6245080500894454,10,0,1,0,13,1.7187052420509883,0.0,0
s000166,v21,779,63.6,0.08164313222079589,2,3,1,2,9,1.8867924528301885,2.830188679245283,0
s000167,v19,493,62.6,0.12697768762677486,3,1,1,0,6,2.875399361022364,0.9584664536741213,0
s000168,v29,887,28.4,0.03201803833145434,4,1,0,0,6,8.450704225352112,2.112676056338028,0
s000169,v9,298,266.8,0.8953020134228188,4,4,1,0,10,0.8995502248875561,0.8995502248875561,1
s000170,v29,887,787.2,0.8874859075535514,2,2,1,0,6,0.1524390243902439,0.1524390243902439,1
s000171,v26,661,128.1,0.19379727685325263,0,1,1,1,4,0.0,0.468384074941452,0
s000172,v4,882,869.5,0.985827664399093,0,3,1,0,5,0.0,0.20701552616446234,1
s000173,v23,379,182.4,0.48126649076517153,3,1,1,0,6,0.9868421052631579,0.32894736842105265,0
s000174,v16,316,117.0,0.370253164556962,2,2,1,0,6,1.0256410256410258,1.0256410256410258,0
s000175,v11,727,67.7,0.09312242090784044,2,1,1,0,5,1.7725258493353027,0.8862629246676513,0
s000176,v22,323,271.1,0.8393188854489165,0,1,1,0,4,0.0,0.22132054592401326,1
s000177,v1,244,103.2,0.42295081967213116,3,2,1,0,7,1.744186046511628,1.1627906976744187,0
s000178,v7,504,16.4,0.032539682539682535,2,1,1,1,6,7.317073170731708,3.658536585365854,0
s000179,v13,844,484.3,0.5738151658767773,3,2,1,0,7,0.37167045219905015,0.24778030146603344,0
s000180,v24,742,480.34373395645866,0.6473635228523702,6,0,1,0,8,0.7494633000305415,0.0,0
s000181,v13,844,56.5,0.0669431279620853,1,3,1,0,6,1.0619469026548674,3.185840707964602,0
s000182,v6,446,18.2,0.04080717488789237,3,4,1,1,13,9.89010989010989,13.186813186813186,0
s000183,v25,496,459.0,0.9254032258064516,3,0,1,0,5,0.39215686274509803,0.0,1
s000184,v28,578,61.6,0.10657439446366783,1,0,1,0,4,0.9740259740259741,0.0,0
s000185,v7,504,205.4,0.40753968253968254,1,3,1,1,7,0.2921129503407984,0.8763388510223953,0
s000186,v9,298,244.6,0.8208053691275168,1,4,1,0,7,0.24529844644317256,0.9811937857726902,1
s000187,v3,559,531.2,0.950268336314848,1,2,1,0,6,0.11295180722891567,0.22590361445783133,1
s000188,v19,493,5.9,0.011967545638945235,1,1,1,0,4,10.169491525423728,10.169491525423728,0
s000189,v23,379,308.3,0.8134564643799472,2,2,1,0,7,0.3892312682452157,0.3892312682452157,1
s000190,v22,323,313.1,0.9693498452012385,1,2,1,0,5,0.19163206643244968,0.38326413286489935,1
s000191,v15,752,346.7,0.4610372340425532,3,1,1,0,6,0.5191808479953851,0.17306028266512835,0
s000192,v23,379,205.8,0.5430079155672823,1,4,1,1,8,0.29154518950437314,1.1661807580174925,0
s000193,v12,320,289.3,0.9040625,3,2,1,0,7,0.6221914967162114,0.414794331144141,1
s000194,v29,887,191.7,0.2161217587373168,2,2,1,0,6,0.6259780907668232,0.6259780907668232,0
s000195,v17,857,418.0,0.48774795799299886,2,3,1,0,7,0.28708133971291866,0.43062200956937796,0
s000196,v23,379,26.7,0.07044854881266491,1,1,1,0,4,2.247191011235955,2.247191011235955,0
s000197,v22,323,183.4,0.5678018575851393,2,2,1,1,7,0.6543075245365322,0.6543075245365322,0
s000198,v16,316,124.5,0.3939873417721519,2,2,1,1,8,0.9638554216867469,0.9638554216867469,0
s000199,v18,494,220.0,0.44534412955465585,5,1,1,2,9,1.3636363636363638,0.27272727272727276,0
s000200,v1,244,30.6,0.12540983606557377,3,0,1,0,4,5.88235294117647,0.0,0
s000201,v4,882,876.7,0.9939909297052155,3,3,1,0,8,0.20531538724763315,0.20531538724763315,1
s000202,v8,343,25.3,0.07376093294460642,1,2,1,0,6,2.3715415019762847,4.743083003952569,0
s000203,v7,504,427.9,0.8490079365079365,0,4,1,0,6,0.0,0.5608787099789672,1
s000204,v9,298,30.8,0.10335570469798658,2,2,1,0,6,3.8961038961038965,3.8961038961038965,0
s000205,v15,752,710.5,0.944813829787234,0,3,1,1,6,0.0,0.2533427163969036,1
s000206,v23,379,96.9,0.25567282321899737,1,7,1,0,11,0.6191950464396285,4.3343653250774,0
s000207,v1,244,131.4,0.5385245901639345,4,3,1,0,8,1.8264840182648403,1.36986301369863,0
s000208,v28,578,163.5,0.2828719723183391,2,2,1,0,6,0.7339449541284403,0.7339449541284403,0
s000209,v1,244,182.3,0.7471311475409836,1,2,1,2,7,0.3291278113000548,0.6582556226001096,0
s000210,v9,298,142.2,0.47718120805369124,0,1,1,0,4,0.0,0.42194092827004226,0
s000211,v24,742,703.0,0.9474393530997305,3,2,1,2,9,0.25604551920341395,0.17069701280227595,1
s000212,v2,737,51.5,0.06987788331071913,1,3,1,0,6,1.1650485436893205,3.4951456310679614,0
s000213,v13,844,687.0,0.8139810426540285,3,1,1,0,7,0.26200873362445415,0.08733624454148473,1
s000214,v9,298,144.3,0.48422818791946315,1,1,1,0,4,0.41580041580041577,0.41580041580041577,0
s000215,v6,446,347.2,0.7784753363228699,2,2,1,0,6,0.3456221198156682,0.3456221198156682,0
s000216,v17,857,60.2,0.07024504084014002,1,6,1,0,9,0.9966777408637874,5.9800664451827235,0
s000217,v7,504,451.1,0.8950396825396826,1,2,1,1,6,0.1330082021724673,0.2660164043449346,1
s000218,v15,752,242.0,0.32180851063829785,3,3,1,0,8,0.7438016528925621,0.7438016528925621,0
s000219,v25,496,280.5,0.5655241935483871,2,2,1,0,6,0.42780748663101603,0.42780748663101603,0
s000220,v13,844,655.7,0.7768957345971564,4,1,1,0,7,0.366021046210157,0.09150526155253925,0
s000221,v18,494,183.9,0.3722672064777328,3,2,1,0,7,0.9787928221859706,0.6525285481239804,0
s000222,v19,493,301.5,0.6115618661257607,2,2,1,2,8,0.3980099502487562,0.3980099502487562,0
s000223,v22,323,177.4,0.5492260061919505,4,6,1,1,13,1.3528748590755355,2.0293122886133035,0
s000224,v15,752,58.7,0.07805851063829787,2,1,1,1,6,2.0442930153321974,1.0221465076660987,0
s000225,v2,737,546.8,0.7419267299864314,1,2,1,0,5,0.1097293343087052,0.2194586686174104,0
s000226,v25,496,222.8,0.4491935483870968,1,2,1,0,5,0.26929982046678635,0.5385996409335727,0
s000227,v20,759,668.4,0.8806324110671937,2,2,1,2,8,0.17953321364452426,0.17953321364452426,1
s000228,v20,759,8.4,0.011067193675889328,1,1,1,2,6,7.142857142857142,7.142857142857142,0
s000229,v17,857,658.0,0.7677946324387398,2,2,1,0,6,0.182370820668693,0.182370820668693,0
s000230,v30,334,46.4,0.13892215568862276,1,1,1,0,6,1.293103448275862,1.293103448275862,0
s000231,v28,578,161.7,0.279757785467128,5,2,1,0,9,1.855287569573284,0.7421150278293136,0
s000232,v18,494,196.2,0.39716599190283397,1,2,1,2,9,0.3058103975535168,0.6116207951070336,0
s000233,v10,725,11.3,0.015586206896551725,3,0,1,0,5,15.929203539823007,0.0,0
s000234,v16,316,17.5,0.055379746835443035,4,0,1,0,6,13.714285714285714,0.0,0
s000235,v27,587,531.6,0.9056218057921636,1,4,1,0,7,0.1128668171557562,0.4514672686230248,1
s000236,v1,244,207.8,0.8516393442622952,1,0,1,0,3,0.28873917228103946,0.0,1
s000237,v11,727,617.2,0.8489683631361761,3,1,1,0,7,0.2916396629941672,0.09721322099805574,1
s000238,v3,559,231.3,0.41377459749552775,2,2,1,0,6,0.5188067444876784,0.5188067444876784,0
s000239,v21,779,161.4,0.20718870346598203,4,5,1,0,11,1.4869888475836432,1.858736059479554,0
s000240,v2,737,671.4,0.9109905020352781,1,2,1,1,7,0.08936550491510277,0.17873100983020554,1
s000241,v16,316,107.9,0.3414556962025317,2,1,1,0,5,1.1121408711770158,0.5560704355885079,0
s000242,v19,493,479.6,0.9728194726166329,0,0,1,0,2,0.0,0.0,1
s000243,v28,578,147.5,0.25519031141868515,1,2,1,1,6,0.4067796610169491,0.8135593220338982,0
s000244,v14,716,602.0,0.840782122905028,8,2,1,0,12,0.7973421926910299,0.19933554817275748,1
s000245,v25,496,258.4,0.5209677419354838,1,3,1,0,6,0.23219814241486067,0.6965944272445821,0
s000246,v6,446,374.7,0.840134529147982,1,1,1,1,5,0.16012810248198558,0.16012810248198558,1
s000247,v21,779,216.6,0.27804878048780485,3,4,1,1,10,0.8310249307479225,1.10803324099723,0
s000248,v22,323,311.3,0.9637770897832818,4,0,1,1,8,0.7709604882749759,0.0,1
s000249,v23,379,313.9,0.8282321899736147,0,3,1,1,7,0.0,0.5734310289901242,1
s000250,v25,496,368.6,0.7431451612903226,3,2,1,0,7,0.48833423765599565,0.32555615843733043,0
s000251,v19,493,220.5,0.44726166328600403,2,0,1,0,4,0.54421768707483,0.0,0
s000252,v27,587,502.7,0.8563884156729131,2,2,0,1,6,0.23871096081161725,0.23871096081161725,1
s000253,v3,559,508.8,0.9101967799642219,4,1,1,1,9,0.4716981132075471,0.11792452830188678,1
s000254,v18,494,121.6,0.24615384615384614,0,3,1,1,6,0.0,1.480263157894737,0
s000255,v18,494,256.7,0.5196356275303643,4,1,1,0,8,0.9349435138293728,0.2337358784573432,0
s000256,v22,323,209.1,0.6473684210526316,1,2,1,0,5,0.28694404591104733,0.5738880918220947,0
s000257,v19,493,246.1,0.4991886409736308,2,2,1,0,6,0.48760666395774077,0.48760666395774077,0
s000258,v20,759,416.2,0.5483530961791832,0,1,1,0,4,0.0,0.14416146083613648,0
s000259,v23,379,52.2,0.13773087071240106,2,5,1,1,10,2.2988505747126435,5.747126436781609,0
s000260,v9,298,263.5,0.8842281879194631,0,0,1,0,2,0.0,0.0,1
s000261,v29,887,75.2,0.08478015783540023,3,5,1,0,10,2.3936170212765955,3.9893617021276593,0
s000262,v17,857,183.3,0.21388564760793466,2,3,0,1,7,0.6546644844517184,0.9819967266775776,0
s000263,v28,578,117.9,0.20397923875432528,2,0,1,1,6,1.0178117048346056,0.0,0
s000264,v28,578,79.5,0.1375432525951557,3,0,1,0,6,2.2641509433962264,0.0,0
s000265,v27,587,431.3,0.7347529812606474,5,3,1,1,10,0.6955715279387897,0.41734291676327384,0
s000266,v30,334,315.1,0.9434131736526947,3,1,1,0,6,0.5712472231037765,0.1904157410345922,1
s000267,v11,727,448.4,0.6167812929848693,1,1,1,1,6,0.13380909901873328,0.13380909901873328,0
s000268,v21,779,93.4,0.11989730423620026,2,2,1,1,7,1.284796573875803,1.284796573875803,0
s000269,v18,494,18.4,0.03724696356275303,2,0,0,2,7,6.521739130434783,0.0,0
s000270,v22,323,46.9,0.14520123839009288,3,0,1,0,5,3.8379530916844353,0.0,0
s000271,v24,742,686.1,0.9246630727762803,1,1,1,1,5,0.08745080891998251,0.08745080891998251,1
s000272,v27,587,470.7,0.8018739352640545,3,1,1,1,7,0.3824091778202677,0.12746972594008923,1
s000273,v20,759,629.6,0.8295125164690382,1,2,1,0,5,0.09529860228716645,0.1905972045743329,1
s000274,v21,779,708.3,0.9092426187419769,2,1,1,0,6,0.16941973739940702,0.08470986869970351,1
